發生年度,發生月份,發生日期,發生時間,發生地點,發生縣市,發生區鄉,天候名稱,道路類別,事故位置子類別名稱,事故類型及型態子類別名稱,肇因研判子類別名稱,死亡人數,受傷人數,當事者車種,當事者屬-性-別名稱,當事者事故發生時年齡,是否使用3C產品
2023,1,20230112,16,臺南市安南區九份子大道口 / 臺南市安南區永續路,臺南市,安南區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,1,機車,男,60,未使用
2023,1,20230112,16,臺南市安南區九份子大道口 / 臺南市安南區永續路,臺南市,安南區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,1,小客車,女,30,未使用
2023,1,20230112,21,花蓮縣瑞穗鄉台9線 250公里700.0公尺處北側向機、慢車道,花蓮縣,瑞穗鄉,陰,省道,慢車道,其他,未注意車前狀態,1,0,機車,男,32,未使用
2023,1,20230112,21,花蓮縣瑞穗鄉台9線 250公里700.0公尺處北側向機、慢車道,花蓮縣,瑞穗鄉,陰,省道,慢車道,其他,未注意車前狀態,1,0,小貨車(含客、貨兩用),男,57,未使用
2023,1,20230113,8,苗栗縣後龍鎮國道3號 126公里200.0公尺處南側向內側,苗栗縣,後龍鎮,晴,國道,快車道,撞護欄(樁),其他引起事故之違規或不當行為,1,0,小客車,男,26,未使用
2023,1,20230113,8,苗栗縣後龍鎮國道3號 126公里200.0公尺處南側向內側,苗栗縣,後龍鎮,晴,國道,快車道,撞護欄(樁),其他引起事故之違規或不當行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,1,20230113,8,苗栗縣後龍鎮國道3號 126公里200.0公尺處南側向內側,苗栗縣,後龍鎮,晴,國道,快車道,撞護欄(樁),其他引起事故之違規或不當行為,1,0,不明,無或物(動物、堆置物),-1,不明
2023,1,20230113,18,臺北市中山區中山北路2段 / 臺北市中山區中山北路2段,臺北市,中山區,陰,市區道路,一般車道(未劃分快慢車道),其他,其他引起事故之違規或不當行為,1,0,機車,男,68,不明
2023,1,20230113,18,臺北市中山區中山北路2段 / 臺北市中山區中山北路2段,臺北市,中山區,陰,市區道路,一般車道(未劃分快慢車道),其他,其他引起事故之違規或不當行為,1,0,小客車,男,34,不明
2023,1,20230113,18,臺北市中山區中山北路2段 / 臺北市中山區中山北路2段,臺北市,中山區,陰,市區道路,一般車道(未劃分快慢車道),其他,其他引起事故之違規或不當行為,1,0,機車,女,53,不明
2023,1,20230113,23,新北市林口區文化二路1段 / 新北市林口區忠孝二路,新北市,林口區,晴,市區道路,交叉路口內,對向擦撞,違反號誌管制或指揮,1,0,機車,男,20,不明
2023,1,20230113,23,新北市林口區文化二路1段 / 新北市林口區忠孝二路,新北市,林口區,晴,市區道路,交叉路口內,對向擦撞,違反號誌管制或指揮,1,0,小客車,男,19,不明
2023,1,20230114,19,臺中市豐原區田心里圓環東路 / 臺中市豐原區田心里育仁路,臺中市,豐原區,晴,市區道路,快車道,路上翻車、摔倒,未注意車前狀態,1,0,機車,男,18,未使用
2023,1,20230114,19,臺中市豐原區田心里圓環東路 / 臺中市豐原區田心里育仁路,臺中市,豐原區,晴,市區道路,快車道,路上翻車、摔倒,未注意車前狀態,1,0,不明,無或物(動物、堆置物),0,不明
2023,1,20230115,5,彰化縣和美鎮山犁里仁美路前0.0公尺,彰化縣,和美鎮,晴,村里道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,機車,男,86,未使用
2023,1,20230115,5,彰化縣和美鎮山犁里仁美路前0.0公尺,彰化縣,和美鎮,晴,村里道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,小客車,女,43,不明
2023,1,20230115,5,彰化縣和美鎮山犁里仁美路前0.0公尺,彰化縣,和美鎮,晴,村里道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,小貨車(含客、貨兩用),男,53,不明
2023,1,20230115,8,屏東縣枋寮鄉台17線與東林路口北端,屏東縣,枋寮鄉,晴,省道,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,機車,男,93,未使用
2023,1,20230115,8,屏東縣枋寮鄉台17線與東林路口北端,屏東縣,枋寮鄉,晴,省道,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,小客車,男,69,未使用
2023,1,20230115,8,臺南市麻豆區麻口里麻工二路與麻柚三路口,臺南市,麻豆區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,3,小客車,男,50,未使用
2023,1,20230115,8,臺南市麻豆區麻口里麻工二路與麻柚三路口,臺南市,麻豆區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,3,機車,男,40,不明
2023,1,20230115,8,臺南市麻豆區麻口里麻工二路與麻柚三路口,臺南市,麻豆區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,3,小貨車(含客、貨兩用),男,67,未使用
2023,1,20230115,8,臺南市麻豆區麻口里麻工二路與麻柚三路口,臺南市,麻豆區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,3,人,女,44,非駕駛人
2023,1,20230115,8,臺南市麻豆區麻口里麻工二路與麻柚三路口,臺南市,麻豆區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,3,人,男,10,非駕駛人
2023,1,20230115,11,臺中市大里區樹王里中投西路三段1085號前0.0公尺,臺中市,大里區,晴,市區道路,慢車道,同向擦撞,起步未注意其他車(人)安全,1,0,小客車,女,46,未使用
2023,1,20230115,11,臺中市大里區樹王里中投西路三段1085號前0.0公尺,臺中市,大里區,晴,市區道路,慢車道,同向擦撞,起步未注意其他車(人)安全,1,0,機車,男,43,未使用
2023,1,20230115,15,新北市三峽區新北市三峽區圳頭1號之5(臺7乙線2.7k),新北市,三峽區,晴,省道,一般車道(未劃分快慢車道),對向擦撞,未依規定減速,1,0,機車,男,19,未使用
2023,1,20230115,15,新北市三峽區新北市三峽區圳頭1號之5(臺7乙線2.7k),新北市,三峽區,晴,省道,一般車道(未劃分快慢車道),對向擦撞,未依規定減速,1,0,小貨車(含客、貨兩用),男,37,未使用
2023,1,20230115,18,雲林縣西螺鎮大園里大橋南路168巷1之1號旁路口,雲林縣,西螺鎮,晴,其他,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,機車,男,78,不明
2023,1,20230115,18,雲林縣西螺鎮大園里大橋南路168巷1之1號旁路口,雲林縣,西螺鎮,晴,其他,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,0,小貨車(含客、貨兩用),女,37,不明
2023,1,20230115,18,雲林縣四湖鄉施湖村中山西路、中湖巷路口,雲林縣,四湖鄉,晴,村里道路,交叉路口內,其他,未依規定讓車,1,2,機車,女,70,不明
2023,1,20230115,18,雲林縣四湖鄉施湖村中山西路、中湖巷路口,雲林縣,四湖鄉,晴,村里道路,交叉路口內,其他,未依規定讓車,1,2,機車,男,18,不明
2023,1,20230115,18,雲林縣四湖鄉施湖村中山西路、中湖巷路口,雲林縣,四湖鄉,晴,村里道路,交叉路口內,其他,未依規定讓車,1,2,人,男,16,不明
2023,1,20230115,18,屏東縣潮州鎮光復路一段280號,屏東縣,潮州鎮,晴,省道,一般車道(未劃分快慢車道),同向擦撞,開啟車門不當而肇事,1,1,小客車,女,48,未使用
2023,1,20230115,18,屏東縣潮州鎮光復路一段280號,屏東縣,潮州鎮,晴,省道,一般車道(未劃分快慢車道),同向擦撞,開啟車門不當而肇事,1,1,機車,男,80,未使用
2023,1,20230115,18,屏東縣潮州鎮光復路一段280號,屏東縣,潮州鎮,晴,省道,一般車道(未劃分快慢車道),同向擦撞,開啟車門不當而肇事,1,1,機車,男,20,未使用
2023,1,20230115,19,臺中市東區東門里振興路 / 臺中市東區東門里東光園路,臺中市,東區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,2,2,小客車,男,48,未使用
2023,1,20230115,19,臺中市東區東門里振興路 / 臺中市東區東門里東光園路,臺中市,東區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,2,2,機車,男,64,未使用
2023,1,20230115,19,臺中市東區東門里振興路 / 臺中市東區東門里東光園路,臺中市,東區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,2,2,機車,女,37,未使用
2023,1,20230115,19,臺中市東區東門里振興路 / 臺中市東區東門里東光園路,臺中市,東區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,2,2,小客車,男,40,未使用
2023,1,20230115,19,臺中市東區東門里振興路 / 臺中市東區東門里東光園路,臺中市,東區,晴,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,2,2,人,女,38,未使用
2023,1,20230116,1,雲林縣虎尾鎮廉使里廉使國小旁,雲林縣,虎尾鎮,晴,縣道,交叉路口內,其他,未依規定讓車,1,0,機車,男,22,不明
2023,1,20230116,1,雲林縣虎尾鎮廉使里廉使國小旁,雲林縣,虎尾鎮,晴,縣道,交叉路口內,其他,未依規定讓車,1,0,小客車,男,21,不明
2023,1,20230116,1,雲林縣虎尾鎮廉使里廉使國小旁,雲林縣,虎尾鎮,晴,縣道,交叉路口內,其他,未依規定讓車,1,0,人,男,24,不明
2023,1,20230116,1,雲林縣虎尾鎮廉使里廉使國小旁,雲林縣,虎尾鎮,晴,縣道,交叉路口內,其他,未依規定讓車,1,0,不明,無或物(動物、堆置物),-1,不明
2023,1,20230116,6,屏東縣高樹鄉高樹村興中路(高樹418),屏東縣,高樹鄉,晴,村里道路,交叉路口內,側撞,未依規定讓車,1,0,機車,女,41,未使用
2023,1,20230116,6,屏東縣高樹鄉高樹村興中路(高樹418),屏東縣,高樹鄉,晴,村里道路,交叉路口內,側撞,未依規定讓車,1,0,小客車,男,66,未使用
2023,1,20230116,8,新竹縣竹東鎮北興路1段前0.0公尺東側,新竹縣,竹東鎮,陰,市區道路,一般車道(未劃分快慢車道),其他,違反特定標誌(線)禁制,1,0,小客車,男,63,未使用
2023,1,20230116,8,新竹縣竹東鎮北興路1段前0.0公尺東側,新竹縣,竹東鎮,陰,市區道路,一般車道(未劃分快慢車道),其他,違反特定標誌(線)禁制,1,0,機車,男,27,未使用
2023,1,20230116,9,雲林縣虎尾鎮明正路38號前,雲林縣,虎尾鎮,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,2,機車,男,72,未使用
2023,1,20230116,9,雲林縣虎尾鎮明正路38號前,雲林縣,虎尾鎮,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,2,機車,男,16,未使用
2023,1,20230116,9,雲林縣虎尾鎮明正路38號前,雲林縣,虎尾鎮,晴,市區道路,交叉路口內,側撞,左轉彎未依規定,1,2,人,女,18,未使用
2023,1,20230116,11,彰化縣員林市三多里大同路2段124號前0.0公尺,彰化縣,員林市,晴,市區道路,一般車道(未劃分快慢車道),其他,迴轉未依規定,1,0,小客車,女,53,未使用
2023,1,20230116,11,彰化縣員林市三多里大同路2段124號前0.0公尺,彰化縣,員林市,晴,市區道路,一般車道(未劃分快慢車道),其他,迴轉未依規定,1,0,機車,女,64,不明
2023,1,20230116,15,新竹市東區埔頂路158巷口,新竹市,東區,晴,市區道路,交叉路口內,側撞,未依規定讓車,1,0,慢車,男,77,未使用
2023,1,20230116,15,新竹市東區埔頂路158巷口,新竹市,東區,晴,市區道路,交叉路口內,側撞,未依規定讓車,1,0,小客車,男,28,未使用
2023,1,20230116,16,臺中市梧棲區港埠路一段口 / 臺中市梧棲區港埠路一段口,臺中市,梧棲區,陰,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,1,機車,男,20,未使用
2023,1,20230116,16,臺中市梧棲區港埠路一段口 / 臺中市梧棲區港埠路一段口,臺中市,梧棲區,陰,市區道路,交叉路口內,路口交岔撞,違反號誌管制或指揮,1,1,機車,女,66,未使用
2023,1,20230117,6,嘉義縣民雄鄉西安村保生街口 / 嘉義縣民雄鄉西安村西安路口,嘉義縣,民雄鄉,陰,村里道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,機車,男,68,未使用
2023,1,20230117,6,嘉義縣民雄鄉西安村保生街口 / 嘉義縣民雄鄉西安村西安路口,嘉義縣,民雄鄉,陰,村里道路,交叉路口內,路口交岔撞,未依規定讓車,1,0,小貨車(含客、貨兩用),男,48,未使用
2023,1,20230117,11,彰化縣大村鄉美港村中山路1段24號前0.0公尺,彰化縣,大村鄉,晴,村里道路,一般車道(未劃分快慢車道),同向通行中,未保持行車安全間隔,1,0,機車,女,23,未使用
2023,1,20230117,11,彰化縣大村鄉美港村中山路1段24號前0.0公尺,彰化縣,大村鄉,晴,村里道路,一般車道(未劃分快慢車道),同向通行中,未保持行車安全間隔,1,0,人,男,30,非駕駛人
2023,1,20230117,11,彰化縣大村鄉美港村中山路1段24號前0.0公尺,彰化縣,大村鄉,晴,村里道路,一般車道(未劃分快慢車道),同向通行中,未保持行車安全間隔,1,0,大貨車,男,49,未使用
2023,1,20230117,11,臺南市西港區營西里後營470號前,臺南市,西港區,晴,縣道,路肩、路緣,對撞,逆向行駛,1,1,小貨車(含客、貨兩用),女,35,未使用
2023,1,20230117,11,臺南市西港區營西里後營470號前,臺南市,西港區,晴,縣道,路肩、路緣,對撞,逆向行駛,1,1,慢車,女,78,未使用
2023,1,20230117,11,臺南市西港區營西里後營470號前,臺南市,西港區,晴,縣道,路肩、路緣,對撞,逆向行駛,1,1,不明,無或物(動物、堆置物),-1,不明
2023,1,20230117,12,南投縣埔里鎮新生路92巷口附近,南投縣,埔里鎮,晴,村里道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,機車,男,28,不明
2023,1,20230117,12,南投縣埔里鎮新生路92巷口附近,南投縣,埔里鎮,晴,村里道路,一般車道(未劃分快慢車道),其他,不明原因肇事,1,0,大客車,男,50,不明
2023,1,20230117,13,高雄市鳳山區中山東路 / 高雄市鳳山區瑞興路,高雄市,鳳山區,晴,市區道路,交叉路口內,側撞,未依規定讓車,1,0,曳引車,男,56,未使用
2023,1,20230117,13,高雄市鳳山區中山東路 / 高雄市鳳山區瑞興路,高雄市,鳳山區,晴,市區道路,交叉路口內,側撞,未依規定讓車,1,0,慢車,男,66,未使用
2023,1,20230117,15,臺南市龍崎區牛埔里182線東向28.3K,臺南市,龍崎區,晴,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,超速失控,1,0,機車,男,18,未使用
2023,1,20230117,15,臺南市龍崎區牛埔里182線東向28.3K,臺南市,龍崎區,晴,市區道路,一般車道(未劃分快慢車道),路上翻車、摔倒,超速失控,1,0,不明,無或物(動物、堆置物),-1,不明
2023,1,20230117,18,雲林縣二崙鄉崙西村裕民路口 / 雲林縣二崙鄉崙西村民生路,雲林縣,二崙鄉,晴,村里道路,交叉路口內,追撞,未注意車前狀態,1,0,小客車,男,23,未使用
2023,1,20230117,18,雲林縣二崙鄉崙西村裕民路口 / 雲林縣二崙鄉崙西村民生路,雲林縣,二崙鄉,晴,村里道路,交叉路口內,追撞,未注意車前狀態,1,0,慢車,女,79,未使用
2023,1,20230117,20,新北市蘆洲區環堤大道路 / 新北市蘆洲區民族路,新北市,蘆洲區,陰,市區道路,交叉路口內,其他,違反號誌管制或指揮,1,2,小貨車(含客、貨兩用),男,52,不明
2023,1,20230117,20,新北市蘆洲區環堤大道路 / 新北市蘆洲區民族路,新北市,蘆洲區,陰,市區道路,交叉路口內,其他,違反號誌管制或指揮,1,2,機車,男,52,不明
2023,1,20230117,20,新北市蘆洲區環堤大道路 / 新北市蘆洲區民族路,新北市,蘆洲區,陰,市區道路,交叉路口內,其他,違反號誌管制或指揮,1,2,機車,男,38,不明
2023,1,20230117,20,新北市蘆洲區環堤大道路 / 新北市蘆洲區民族路,新北市,蘆洲區,陰,市區道路,交叉路口內,其他,違反號誌管制或指揮,1,2,小客車,男,34,不明
2023,1,20230118,1,屏東縣麟洛鄉187丙縣道138號橋墩處,屏東縣,麟洛鄉,晴,縣道,路肩、路緣,撞護欄(樁),未注意車前狀態,1,0,機車,男,26,未使用
2023,1,20230118,1,屏東縣麟洛鄉187丙縣道138號橋墩處,屏東縣,麟洛鄉,晴,縣道,路肩、路緣,撞護欄(樁),未注意車前狀態,1,0,不明,無或物(動物、堆置物),-1,不明
2023,1,20230118,6,嘉義縣中埔鄉同仁村台3線291公里,嘉義縣,中埔鄉,陰,省道,一般車道(未劃分快慢車道),穿越道路中,未依標誌、標線、號誌或手勢指揮穿越道路,1,0,人,女,86,非駕駛人
2023,1,20230118,6,嘉義縣中埔鄉同仁村台3線291公里,嘉義縣,中埔鄉,陰,省道,一般車道(未劃分快慢車道),穿越道路中,未依標誌、標線、號誌或手勢指揮穿越道路,1,0,小貨車(含客、貨兩用),男,68,未使用
2023,1,20230118,8,新竹縣湖口鄉中華路口 / 新竹縣湖口鄉復興路口,新竹縣,湖口鄉,陰,村里道路,交叉路口內,同向通行中,未注意車前狀態,1,0,曳引車,男,45,未使用
